Datacode,SA_NAME,GEOGID,Electoral Division CSO Code,Electoral Division Name,County,NUTS_III,NUTS_II,Planning Region,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_On_Foot_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Bicycle_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Bus_Minibus_Coach_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Train_Dart_Luas_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Motorcycle_Scooter_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Car_Driver_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Car_Passenger_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Van_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Other_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Soft_Modes_Comb_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Public_Transport_Comb_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Private_Transport_Comb_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Total_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_Before_0630_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_0630_0700_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_0701_0730_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_0731_8000_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_0801_0830_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_0831_0900_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_0901_0930_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_After_0930_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_Not_Stated_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_Total_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_Under_15_mins_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_Quarter_To_Under_Half_Hour_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_Half_Hour_To_Under_Three_Quarter_Hours_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_Three_Quarter_Hours_To_Under_One_Hour_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_One_Hour_To_Under_One_Hour_Thirty_Mins_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_One_And_Half_Hours_And_Over_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_Not_Stated_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_Total_2011
11323,47279016,A047279016,18102,102 Riverstown,Cork County,South-West,SE,Southern,5,0,7,0,5,93,69,9,5,5,7,176,193,12,7,21,38,52,45,7,6,4,192,58,86,26,6,7,1,8,192
11535,47280001,A047280001,18172,172 Roskeen,Cork County,South-West,SE,Southern,12,0,22,6,0,70,27,16,19,12,28,113,172,3,11,19,23,39,24,30,7,3,159,56,58,20,11,9,2,3,159
11536,47280002,A047280002,18172,172 Roskeen,Cork County,South-West,SE,Southern,5,0,33,3,0,58,19,10,21,5,36,87,149,6,5,13,15,26,34,21,10,6,136,55,38,16,9,9,1,8,136
11537,47281001,A047281001,18173,173 Rosnalee,Cork County,South-West,SE,Southern,13,1,9,0,0,58,27,7,22,14,9,92,137,5,9,14,22,13,38,12,4,6,123,51,31,11,11,8,2,9,123
11538,47281002,A047281002,18173,173 Rosnalee,Cork County,South-West,SE,Southern,4,0,14,1,0,57,26,9,7,4,15,92,118,4,11,10,19,24,22,18,4,1,113,49,29,13,6,15,0,1,113
10854,47282001,A047282001,18071,071 Rosscarbery,Cork County,South-West,SE,Southern,6,0,0,0,0,29,17,6,5,6,0,52,63,3,4,10,1,13,19,1,6,1,58,26,15,9,0,7,1,0,58
10855,47282002,A047282002,18071,071 Rosscarbery,Cork County,South-West,SE,Southern,19,0,1,1,1,75,35,8,7,19,2,119,147,5,5,7,14,24,66,6,12,4,143,71,36,9,5,14,2,6,143
10856,47282003,A047282003,18071,071 Rosscarbery,Cork County,South-West,SE,Southern,22,0,1,0,0,31,21,7,14,22,1,59,96,3,3,10,8,9,36,4,10,1,84,46,20,5,2,7,0,4,84
10857,47282004,A047282004,18071,071 Rosscarbery,Cork County,South-West,SE,Southern,17,0,4,0,0,32,2,4,3,17,4,38,62,1,3,8,9,6,20,5,7,1,60,24,18,8,2,6,1,1,60
10859,47283001,A047283001,18072,072 Rossmore,Cork County,South-West,SE,Southern,12,1,45,0,0,77,23,15,28,13,45,115,201,7,10,19,22,27,37,46,7,6,181,63,64,16,11,15,2,10,181
11921,47284001,A047284001,18262,262 Rostellan,Cork County,South-West,SE,Southern,21,1,11,1,0,133,31,10,3,22,12,174,211,12,13,22,39,36,58,9,19,2,210,61,56,65,16,4,4,4,210
11922,47284002,A047284002,18262,262 Rostellan,Cork County,South-West,SE,Southern,0,1,7,3,1,91,45,11,8,1,10,148,167,7,9,15,36,29,45,10,7,3,161,59,41,34,13,7,1,6,161
11923,47284003,A047284003,18262,262 Rostellan,Cork County,South-West,SE,Southern,3,0,10,0,0,94,41,8,11,3,10,143,167,6,12,25,25,22,54,8,6,1,159,69,43,23,14,4,2,4,159
11924,47284004,A047284004,18262,262 Rostellan,Cork County,South-West,SE,Southern,0,0,12,5,1,77,34,9,18,0,17,121,156,5,6,13,24,50,29,2,12,3,144,41,44,33,14,3,2,7,144
11539,47285001,A047285001,18174,174 Rowls,Cork County,South-West,SE,Southern,7,0,13,0,0,32,13,7,17,7,13,52,89,4,9,13,11,10,17,6,3,3,76,21,19,17,5,7,4,3,76
10776,47286001,A047286001,18043,043 Scart,Cork County,South-West,SE,Southern,6,0,25,0,0,42,12,12,21,6,25,66,118,0,4,11,10,33,35,3,1,7,104,40,37,11,2,1,3,10,104
10777,47286002,A047286002,18043,043 Scart,Cork County,South-West,SE,Southern,2,0,21,0,0,45,22,14,18,2,21,81,122,4,5,13,10,27,39,3,4,6,111,49,31,12,4,5,2,8,111
10778,47287001,A047287001,18044,044 Seefin,Cork County,South-West,SE,Southern,7,1,9,0,0,20,4,10,11,8,9,34,62,1,6,11,3,7,7,10,6,4,55,12,11,15,6,4,2,5,55
11795,47288001,A047288001,18240,240 Shanballymore,Cork County,South-West,SE,Southern,7,2,7,1,0,70,42,15,19,9,8,127,163,3,11,13,13,38,40,19,9,5,151,49,50,20,6,16,1,9,151
11796,47288002,A047288002,18240,240 Shanballymore,Cork County,South-West,SE,Southern,19,0,9,1,0,59,11,5,8,19,10,75,112,3,6,13,16,15,29,11,10,2,105,30,26,20,13,9,5,2,105
11797,47288003,A047288003,18240,240 Shanballymore,Cork County,South-West,SE,Southern,6,2,8,4,1,59,19,8,9,8,12,87,116,10,6,14,17,16,34,5,6,2,110,34,28,16,8,16,0,8,110
10780,47289001,A047289001,18045,045 Sheepshead,Cork County,South-West,SE,Southern,1,0,6,0,0,9,2,8,12,1,6,19,38,1,1,5,4,3,8,3,1,7,33,10,2,6,4,1,0,10,33
10781,47289002,A047289002,18045,045 Sheepshead,Cork County,South-West,SE,Southern,1,0,6,0,1,18,1,4,14,1,6,24,45,0,0,1,7,9,4,4,6,4,35,7,7,8,5,1,2,5,35
12043,47290001,A047290001,18305,305 Shreelane,Cork County,South-West,SE,Southern,8,0,10,0,0,55,23,10,14,8,10,88,120,4,3,9,19,24,36,9,2,5,111,46,29,19,0,9,2,6,111
12044,47290002,A047290002,18305,305 Shreelane,Cork County,South-West,SE,Southern,2,0,13,0,0,49,28,8,17,2,13,85,117,3,5,10,4,20,36,15,8,4,105,58,20,14,0,3,2,8,105
11958,47291001,A047291001,18276,276 Skagh,Cork County,South-West,SE,Southern,8,0,4,0,0,61,27,7,16,8,4,95,123,3,9,10,18,19,31,13,3,5,111,40,31,20,3,8,3,6,111
11959,47291002,A047291002,18276,276 Skagh,Cork County,South-West,SE,Southern,9,1,2,0,0,42,42,5,22,10,2,89,123,8,10,12,8,11,29,23,3,6,110,57,8,15,2,17,2,9,110
11798,47292001,A047292001,18241,241 Skahanagh,Cork County,South-West,SE,Southern,3,0,8,0,0,39,10,5,15,3,8,54,80,6,8,5,9,12,16,5,6,4,71,13,28,12,1,6,1,10,71
12045,47293001,A047293001,18306,306 Skibbereen Rural,Cork County,South-West,SE,Southern,2,0,8,0,0,34,24,10,12,2,8,68,90,1,1,3,6,8,39,16,4,6,84,58,7,6,1,1,0,11,84
12046,47293002,A047293002,18306,306 Skibbereen Rural,Cork County,South-West,SE,Southern,1,1,3,0,0,48,34,21,9,2,3,103,117,2,3,8,11,16,45,21,2,6,114,70,16,15,2,2,1,8,114
12047,47293003,A047293003,18306,306 Skibbereen Rural,Cork County,South-West,SE,Southern,5,3,1,0,0,46,29,10,7,8,1,85,101,3,3,2,9,11,41,19,6,3,97,57,28,3,2,1,3,3,97
12048,47293004,A047293004,18306,306 Skibbereen Rural,Cork County,South-West,SE,Southern,1,1,7,0,0,36,18,9,13,2,7,63,85,3,0,6,8,8,38,7,3,2,75,38,20,5,3,3,3,3,75
12049,47293005,A047293005,18306,306 Skibbereen Rural,Cork County,South-West,SE,Southern,12,1,3,0,0,43,31,6,13,13,3,80,109,1,5,2,5,8,57,10,8,5,101,67,19,5,2,1,1,6,101
12050,47293006,A047293006,18306,306 Skibbereen Rural,Cork County,South-West,SE,Southern,7,4,11,0,1,76,39,15,15,11,11,131,168,4,9,4,15,33,52,27,10,4,158,88,29,23,5,4,3,6,158
10601,47294001,A047294001,18009,009 Skibbereen Urban,Cork County,South-West,SE,Southern,8,0,0,0,0,63,26,7,7,8,0,96,111,3,2,7,12,23,32,14,11,3,107,59,24,15,1,2,2,4,107
10602,47294002,A047294002,18009,009 Skibbereen Urban,Cork County,South-West,SE,Southern,20,2,4,0,0,58,52,5,11,22,4,115,152,6,2,4,12,15,60,26,17,6,148,80,37,15,0,3,4,9,148
10603,47294003,A047294003,18009,009 Skibbereen Urban,Cork County,South-West,SE,Southern,22,1,3,0,0,41,29,9,19,23,3,79,124,7,2,9,14,15,32,19,8,6,112,62,20,10,6,2,5,7,112
10604,47294004,A047294004,18009,009 Skibbereen Urban,Cork County,South-West,SE,Southern,37,1,2,0,0,24,5,3,5,38,2,32,77,4,5,2,6,10,26,12,7,4,76,48,9,10,2,2,0,5,76
10605,47294005,A047294005,18009,009 Skibbereen Urban,Cork County,South-West,SE,Southern,31,1,1,0,0,28,13,4,8,32,1,45,86,3,2,6,7,8,28,11,13,1,79,47,17,5,0,4,2,4,79
10606,47294006,A047294006,18009,009 Skibbereen Urban,Cork County,South-West,SE,Southern,18,1,1,0,0,44,29,6,6,19,1,79,105,5,3,5,11,14,42,10,9,2,101,61,12,17,1,2,3,5,101
10607,47294007,A047294007,18009,009 Skibbereen Urban,Cork County,South-West,SE,Southern,36,3,4,0,0,66,52,8,5,39,4,126,174,2,2,4,10,19,95,16,19,6,173,121,18,10,3,8,3,10,173
10608,47294008,A047294008,18009,009 Skibbereen Urban,Cork County,South-West,SE,Southern,47,1,1,0,0,63,42,8,6,48,1,113,168,9,7,13,23,12,63,19,15,6,167,85,47,18,6,2,1,8,167
10609,47294009,A047294009,18009,009 Skibbereen Urban,Cork County,South-West,SE,Southern,31,0,8,0,0,56,33,9,6,31,8,98,143,3,8,6,17,15,56,17,15,3,140,80,27,17,3,5,2,6,140
10610,47294010,A047294010,18009,009 Skibbereen Urban,Cork County,South-West,SE,Southern,31,0,4,0,0,49,18,8,10,31,4,75,120,6,3,7,14,14,46,9,9,10,118,70,18,13,2,2,2,11,118
10611,47294011,A047294011,18009,009 Skibbereen Urban,Cork County,South-West,SE,Southern,19,0,1,0,0,16,6,5,6,19,1,27,53,1,1,5,5,9,12,7,7,5,52,24,13,5,0,2,1,7,52
10612,47294012,A047294012,18009,009 Skibbereen Urban,Cork County,South-West,SE,Southern,18,1,0,0,1,27,3,3,4,19,0,34,57,1,5,6,3,10,17,5,5,3,55,27,9,10,0,4,1,4,55
10613,47294013,A047294013,18009,009 Skibbereen Urban,Cork County,South-West,SE,Southern,27,1,1,0,0,17,7,2,10,28,1,26,65,2,3,5,5,6,7,7,19,4,58,30,14,5,0,1,2,6,58
12080,47295002,A047295002,18318,318 Skull,Cork County,South-West,SE,Southern,11,2,2,0,0,26,25,9,10,13,2,60,85,1,4,4,7,7,26,20,6,3,78,53,12,5,0,1,3,4,78
12081,47295003,A047295003,18318,318 Skull,Cork County,South-West,SE,Southern,22,0,4,0,0,20,6,5,8,22,4,31,65,1,4,3,5,6,15,15,7,5,61,33,8,6,1,3,2,8,61
12082,47295004,A047295004,18318,318 Skull,Cork County,South-West,SE,Southern,9,1,0,0,1,34,30,11,10,10,0,76,96,5,3,5,10,8,24,24,8,5,92,54,13,4,0,3,9,9,92
12083,47295005,A047295005,18318,318 Skull,Cork County,South-West,SE,Southern,30,0,0,0,0,27,11,3,8,30,0,41,79,3,4,7,6,5,23,12,7,7,74,49,12,4,1,1,2,5,74
12084,47295006,A047295006,18318,318 Skull,Cork County,South-West,SE,Southern,14,0,3,0,0,5,2,1,4,14,3,8,29,1,1,1,4,2,7,6,3,3,28,18,1,3,1,1,0,4,28
11691,47296001,A047296001,18218,218 An Sliabh Riabhach,Cork County,South-West,SE,Southern,16,4,22,0,0,94,52,13,28,20,22,159,229,5,12,16,29,30,69,31,14,7,213,118,34,19,10,17,5,10,213
11692,47296002,A047296002,18218,218 An Sliabh Riabhach,Cork County,South-West,SE,Southern,5,1,16,0,1,59,23,9,25,6,16,92,139,3,12,10,24,15,33,13,8,4,122,40,30,25,2,11,3,11,122
11693,47296003,A047296003,18218,218 An Sliabh Riabhach,Cork County,South-West,SE,Southern,45,1,6,0,0,56,19,8,11,46,6,83,146,8,15,13,19,24,36,15,8,3,141,73,29,18,5,9,2,5,141
11799,47297001,A047297001,18242,242 Springfort,Cork County,South-West,SE,Southern,35,2,13,0,0,63,33,6,20,37,13,102,172,5,13,17,10,27,36,36,6,18,168,76,35,16,15,8,1,17,168
11800,47297002,A047297002,18242,242 Springfort,Cork County,South-West,SE,Southern,3,1,8,1,0,103,53,11,28,4,9,167,208,9,23,10,15,36,70,9,10,7,189,93,33,15,12,21,2,13,189
11324,47298001,A047298001,18103,103 St. Mary's (part),Cork County,South-West,SE,Southern,14,2,8,0,1,76,44,2,12,16,8,123,159,10,8,19,25,42,22,3,17,12,158,47,66,25,3,2,1,14,158
11325,47298002,A047298002,18103,103 St. Mary's (part),Cork County,South-West,SE,Southern,9,2,4,0,3,132,90,10,13,11,4,235,263,6,8,13,39,88,73,11,11,6,255,79,119,40,2,0,2,13,255
11326,47298003,A047298003,18103,103 St. Mary's (part),Cork County,South-West,SE,Southern,5,1,0,0,0,58,32,7,4,6,0,97,107,3,7,8,20,28,28,4,5,3,106,33,52,13,2,0,0,6,106
11327,47298004,A047298004,18103,103 St. Mary's (part),Cork County,South-West,SE,Southern,10,10,4,2,1,75,63,7,11,20,6,146,183,1,4,11,26,70,40,5,14,5,176,49,74,29,5,8,1,10,176
11328,47298005,A047298005,18103,103 St. Mary's (part),Cork County,South-West,SE,Southern,5,4,5,0,2,152,70,13,20,9,5,237,271,10,9,17,39,89,66,8,12,9,259,73,125,37,4,3,2,15,259
11329,47298006,A047298006,18103,103 St. Mary's (part),Cork County,South-West,SE,Southern,48,1,7,0,2,64,29,6,5,49,7,101,162,8,13,22,16,30,51,7,10,5,162,62,55,32,4,3,0,6,162
11330,47298007,A047298007,18103,103 St. Mary's (part),Cork County,South-West,SE,Southern,37,0,17,0,0,47,12,3,5,37,17,62,121,3,13,9,15,21,37,6,14,2,120,42,38,22,4,4,0,10,120
11331,47298008,A047298008,18103,103 St. Mary's (part),Cork County,South-West,SE,Southern,87,0,27,0,1,114,38,16,8,87,27,169,291,9,16,19,39,64,110,11,16,5,289,136,100,34,6,0,1,12,289
11332,47298009,A047298009,18103,103 St. Mary's (part),Cork County,South-West,SE,Southern,1,1,4,0,0,101,82,15,16,2,4,198,220,7,10,9,38,59,58,12,13,9,215,80,71,34,6,4,1,19,215
11333,47298010,A047298010,18103,103 St. Mary's (part),Cork County,South-West,SE,Southern,38,0,19,0,0,40,93,2,24,38,19,135,216,2,2,5,21,57,77,5,14,30,213,100,64,14,8,0,0,27,213
11334,47298011,A047298011,18103,103 St. Mary's (part),Cork County,South-West,SE,Southern,6,3,28,0,0,116,85,17,5,9,28,218,260,11,7,18,28,90,66,25,12,1,258,87,105,45,11,2,3,5,258
11335,47298012,A047298012,18103,103 St. Mary's (part),Cork County,South-West,SE,Southern,15,2,11,0,2,87,48,6,10,17,11,143,181,7,13,13,17,59,48,10,9,4,180,61,69,32,5,6,2,5,180
11336,47298013,A047298013,18103,103 St. Mary's (part),Cork County,South-West,SE,Southern,53,2,8,0,1,101,56,11,4,55,8,169,236,7,14,20,24,50,87,7,24,3,236,105,87,27,6,4,0,7,236
11337,47298014,A047298014,18103,103 St. Mary's (part),Cork County,South-West,SE,Southern,92,1,15,0,1,119,59,15,11,93,15,194,313,15,18,24,35,63,119,9,19,8,310,136,106,47,5,2,1,13,310
11338,47298015,A047298015,18103,103 St. Mary's (part),Cork County,South-West,SE,Southern,30,0,24,0,0,33,97,6,13,30,24,136,203,5,11,4,24,64,69,8,8,9,202,77,74,27,5,3,2,14,202
11339,47298016,A047298016,18103,103 St. Mary's (part),Cork County,South-West,SE,Southern,12,1,9,0,0,47,37,2,18,13,9,86,126,7,6,8,12,29,29,6,12,16,125,36,36,25,4,3,1,20,125
11801,47299001,A047299001,18243,243 Streamhill,Cork County,South-West,SE,Southern,1,0,2,1,0,37,12,3,10,1,3,52,66,6,8,5,4,11,16,2,5,2,59,10,13,12,8,8,4,4,59
10728,47300001,A047300001,18030,030 Teadies,Cork County,South-West,SE,Southern,14,2,27,0,0,108,33,11,23,16,27,152,218,12,10,19,27,35,52,30,10,11,206,56,76,25,21,10,2,16,206
10729,47300002,A047300002,18030,030 Teadies,Cork County,South-West,SE,Southern,9,0,28,0,1,71,19,13,9,9,28,104,150,3,13,12,27,32,28,14,11,3,143,43,43,24,15,10,3,5,143
10730,47300003,A047300003,18030,030 Teadies,Cork County,South-West,SE,Southern,10,0,4,0,0,42,11,6,9,10,4,59,82,2,5,4,8,14,15,13,9,7,77,29,24,11,3,6,0,4,77
10731,47300004,A047300004,18030,030 Teadies,Cork County,South-West,SE,Southern,28,0,15,0,0,41,4,6,3,28,15,51,97,5,9,12,15,20,16,8,11,1,97,40,26,10,11,6,1,3,97
11383,47301001,A047301001,18120,120 Teerelton,Cork County,South-West,SE,Southern,8,0,18,0,0,74,31,14,26,8,18,119,171,3,5,16,30,37,25,22,8,2,148,40,35,36,18,12,2,5,148
11384,47301002,A047301002,18120,120 Teerelton,Cork County,South-West,SE,Southern,10,0,25,0,2,85,57,16,22,10,25,160,217,8,9,19,37,36,41,40,6,3,199,70,38,50,30,5,2,4,199
11925,47302001,A047302001,18263,263 Templebodan,Cork County,South-West,SE,Southern,9,1,14,0,0,66,33,16,19,10,14,115,158,4,16,19,28,28,27,15,2,4,143,36,46,36,15,3,2,5,143
11926,47302002,A047302002,18263,263 Templebodan,Cork County,South-West,SE,Southern,5,0,10,0,1,80,45,11,17,5,10,137,169,3,7,18,32,38,19,27,7,9,160,38,45,42,19,4,0,12,160
11616,47303001,A047303001,18195,195 Templebreedy,Cork County,South-West,SE,Southern,4,0,7,0,1,122,78,13,12,4,7,214,237,2,11,28,55,42,57,19,12,5,231,86,47,64,14,6,3,11,231
11617,47303002,A047303002,18195,195 Templebreedy,Cork County,South-West,SE,Southern,2,0,4,0,0,50,25,3,8,2,4,78,92,1,6,9,19,12,23,8,6,4,88,28,22,23,8,1,1,5,88
11618,47303003,A047303003,18195,195 Templebreedy,Cork County,South-West,SE,Southern,1,2,5,0,0,49,29,7,4,3,5,85,97,0,3,11,19,20,21,14,5,2,95,33,12,28,7,10,1,4,95
11619,47303004,A047303004,18195,195 Templebreedy,Cork County,South-West,SE,Southern,3,0,2,0,1,22,17,1,2,3,2,41,48,3,3,3,15,12,9,2,1,0,48,11,7,17,7,4,1,1,48
11620,47303005,A047303005,18195,195 Templebreedy,Cork County,South-West,SE,Southern,0,0,3,0,0,22,17,7,2,0,3,46,51,4,3,5,9,7,11,8,2,2,51,15,7,17,5,2,0,5,51
11621,47303006,A047303006,18195,195 Templebreedy,Cork County,South-West,SE,Southern,4,1,2,0,1,65,35,9,13,5,2,110,130,6,4,12,23,21,28,20,4,9,127,51,23,31,11,1,0,10,127
11622,47303007,A047303007,18195,195 Templebreedy,Cork County,South-West,SE,Southern,6,0,5,0,0,67,26,3,1,6,5,96,108,9,6,17,22,19,16,13,4,1,107,25,18,28,23,8,4,1,107
11623,47303008,A047303008,18195,195 Templebreedy,Cork County,South-West,SE,Southern,43,1,7,0,1,72,13,3,13,44,7,89,153,7,10,16,26,18,32,22,10,6,147,56,20,43,7,7,3,11,147
11624,47303009,A047303009,18195,195 Templebreedy,Cork County,South-West,SE,Southern,34,2,3,0,0,81,26,5,14,36,3,112,165,4,9,13,29,19,43,27,9,2,155,63,20,45,11,9,3,4,155
11625,47303010,A047303010,18195,195 Templebreedy,Cork County,South-West,SE,Southern,3,0,1,0,0,40,10,4,9,3,1,54,67,5,4,7,8,9,12,9,5,7,66,14,11,22,6,2,0,11,66
11626,47303011,A047303011,18195,195 Templebreedy,Cork County,South-West,SE,Southern,7,0,4,0,0,48,17,9,6,7,4,74,91,2,5,12,14,15,23,8,6,3,88,19,19,33,10,1,0,6,88
11627,47303012,A047303012,18195,195 Templebreedy,Cork County,South-West,SE,Southern,4,0,3,0,1,43,22,3,2,4,3,69,78,0,8,10,17,11,19,8,2,2,77,22,14,21,10,8,0,2,77
11628,47303013,A047303013,18195,195 Templebreedy,Cork County,South-West,SE,Southern,56,0,15,0,0,92,56,6,15,56,15,154,240,4,15,24,25,46,64,23,21,13,235,96,51,42,10,13,0,23,235
11629,47303014,A047303014,18195,195 Templebreedy,Cork County,South-West,SE,Southern,4,3,6,0,0,66,32,9,16,7,6,107,136,6,11,12,21,25,28,6,10,9,128,35,25,30,18,8,2,10,128
11630,47303015,A047303015,18195,195 Templebreedy,Cork County,South-West,SE,Southern,6,0,3,0,0,56,28,7,3,6,3,91,103,9,8,13,13,23,12,15,8,2,103,27,19,25,16,10,2,4,103
11631,47303016,A047303016,18195,195 Templebreedy,Cork County,South-West,SE,Southern,7,0,4,0,1,37,35,8,9,7,4,81,101,4,7,7,7,20,34,14,3,3,99,47,14,24,5,4,1,4,99
11632,47303017,A047303017,18195,195 Templebreedy,Cork County,South-West,SE,Southern,29,0,0,0,2,64,11,9,4,29,0,86,119,7,12,13,13,17,34,8,9,4,117,28,42,27,6,1,2,11,117
11633,47303018,A047303018,18195,195 Templebreedy,Cork County,South-West,SE,Southern,16,0,4,1,0,78,23,7,4,16,5,108,133,2,6,21,15,16,39,20,9,1,129,46,25,32,11,8,3,4,129
10732,47304001,A047304001,18031,031 Templemartin,Cork County,South-West,SE,Southern,10,0,37,0,0,64,19,9,13,10,37,92,152,4,8,7,24,41,38,11,7,2,142,21,55,45,17,1,0,3,142
10733,47304002,A047304002,18031,031 Templemartin,Cork County,South-West,SE,Southern,2,0,51,0,0,81,22,14,20,2,51,117,190,9,5,17,26,43,32,30,9,7,178,27,58,64,11,5,1,12,178
10734,47304003,A047304003,18031,031 Templemartin,Cork County,South-West,SE,Southern,4,1,41,0,0,68,12,13,21,5,41,93,160,6,15,11,14,40,31,21,1,6,145,26,46,47,12,2,2,10,145
11802,47305001,A047305001,18244,244 Templemary,Cork County,South-West,SE,Southern,18,2,12,1,1,110,57,13,30,20,13,181,244,9,18,35,33,30,59,20,11,9,224,80,61,19,20,26,4,14,224
11634,47306001,A047306001,18196,196 Templemichael,Cork County,South-West,SE,Southern,8,0,14,0,1,78,40,9,14,8,14,128,164,6,9,13,35,30,14,37,5,8,157,44,51,44,3,4,2,9,157
11635,47306002,A047306002,18196,196 Templemichael,Cork County,South-West,SE,Southern,3,1,15,0,0,84,22,13,13,4,15,119,151,3,3,15,39,32,17,17,12,3,141,34,62,28,6,1,2,8,141
11636,47306003,A047306003,18196,196 Templemichael,Cork County,South-West,SE,Southern,2,0,20,0,1,78,34,11,16,2,20,124,162,7,8,20,35,27,33,13,4,7,154,32,61,40,7,1,2,11,154
11994,47307001,A047307001,18285,285 Templemolaga,Cork County,South-West,SE,Southern,4,1,6,0,0,91,31,19,32,5,6,141,184,16,12,24,18,20,23,33,8,10,164,50,46,27,7,17,1,16,164
11927,47308001,A047308001,18264,264 Templenacarriga,Cork County,South-West,SE,Southern,4,1,42,2,0,102,32,13,19,5,44,147,215,11,14,27,37,42,38,22,6,6,203,40,76,47,17,8,5,10,203
11928,47308002,A047308002,18264,264 Templenacarriga,Cork County,South-West,SE,Southern,5,1,16,5,0,84,50,16,12,6,21,150,189,7,12,23,27,46,37,20,8,4,184,58,48,42,11,8,5,12,184
10860,47309001,A047309001,18073,073 Templeomalus,Cork County,South-West,SE,Southern,7,1,3,0,0,67,18,10,18,8,3,95,124,1,5,9,14,15,43,5,14,6,112,62,14,18,6,5,0,7,112
10862,47309003,A047309003,18073,073 Templeomalus,Cork County,South-West,SE,Southern,2,1,3,1,0,80,56,11,10,3,4,147,164,10,8,14,18,25,65,8,7,0,155,73,40,17,14,8,2,1,155
10863,47310001,A047310001,18074,074 Timoleague,Cork County,South-West,SE,Southern,12,0,18,0,1,79,48,18,20,12,18,146,196,8,5,13,33,35,69,7,7,3,180,77,45,17,19,14,2,6,180
10864,47310002,A047310002,18074,074 Timoleague,Cork County,South-West,SE,Southern,19,4,11,0,2,44,12,4,9,23,11,62,105,5,16,7,14,15,30,7,3,2,99,49,25,15,4,2,0,4,99
10865,47310003,A047310003,18074,074 Timoleague,Cork County,South-West,SE,Southern,21,34,8,0,2,45,15,3,5,55,8,65,133,16,25,13,19,10,28,7,11,1,130,70,40,6,3,5,0,6,130
11540,47311001,A047311001,18175,175 Tincoora,Cork County,South-West,SE,Southern,11,0,15,0,0,65,37,13,13,11,15,115,154,6,10,16,18,35,22,31,3,6,147,47,43,19,14,15,1,8,147
11541,47311002,A047311002,18175,175 Tincoora,Cork County,South-West,SE,Southern,17,0,19,1,0,95,27,8,9,17,20,130,176,12,12,24,25,33,24,30,9,5,174,46,31,44,31,11,2,9,174
12052,47313002,A047313002,18307,307 Tullagh,Cork County,South-West,SE,Southern,8,2,4,0,0,20,11,8,8,10,4,39,61,1,1,4,6,16,6,14,4,4,56,26,12,9,2,1,1,5,56
12053,47313003,A047313003,18307,307 Tullagh,Cork County,South-West,SE,Southern,3,0,17,0,0,32,9,4,11,3,17,45,76,1,1,2,12,13,17,17,2,0,65,33,20,6,3,0,2,1,65
12054,47313005,A047313005,18307,307 Tullagh,Cork County,South-West,SE,Southern,7,0,15,0,0,20,4,6,10,7,15,30,62,1,4,1,12,13,7,13,2,0,53,19,17,9,5,1,0,2,53
12055,47313006,A047313006,18307,307 Tullagh,Cork County,South-West,SE,Southern,5,0,9,0,0,28,1,4,8,5,9,33,55,0,2,2,4,13,12,5,8,2,48,18,14,10,3,1,2,0,48
11542,47314001,A047314001,18176,176 Tullylease,Cork County,South-West,SE,Southern,12,0,4,1,0,68,25,14,16,12,5,107,140,6,8,18,15,38,26,10,3,6,130,44,33,22,7,18,0,6,130
